nombre,codigo,precio,costo,stock,stock_minimo,categoria_id,proveedor
DIAZEPAM 10mg (SC),250,50.00,35.00,25000,10,ANTIHISTAMINICO,ABC Proveedores
DIAZOR-3 ADULTO Lab. ARSAL,251,50.00,35.00,25100,10,ANTIHISTAMINICO,ABC Proveedores
DIAZOR-3 NIÃ‘O  Lab. ARSAL,252,50.00,35.00,25200,10,ANTIHISTAMINICO,ABC Proveedores
DICCIONARIO DE SININIMOS ANTONIMOS,253,50.00,35.00,25300,10,ANTIHISTAMINICO,ABC Proveedores
DICCIONRIO BASICO ESCOLAR,254,50.00,35.00,25400,10,ANTIHISTAMINICO,ABC Proveedores
DICLOFENAC  I.M,255,50.00,35.00,25500,10,ANTIHISTAMINICO,ABC Proveedores
DICLOFENAC GEL IFC 1%,256,50.00,35.00,25600,10,ANTIHISTAMINICO,ABC Proveedores
DICLOFENAC Lab. BENGOECHEA,257,50.00,35.00,25700,10,ANTIHISTAMINICO,ABC Proveedores
DICLOFENAC Lab. GENERIFAR 100mg,258,50.00,35.00,25800,10,ANTIHISTAMINICO,ABC Proveedores
DICLORARPE FORTE 100mg Lab. RAMOS,259,50.00,35.00,25900,10,ANTIHISTAMINICO,ABC Proveedores
DICLORARPE I.M,260,50.00,35.00,26000,10,ANTIHISTAMINICO,ABC Proveedores
DICLORARPE TAB 50mg,261,50.00,35.00,26100,10,ANTIHISTAMINICO,ABC Proveedores
DICLOXACILINA 500mg,262,50.00,35.00,26200,10,ANTIHISTAMINICO,ABC Proveedores
DICLOXACILINA SUSPENSION 125/5ml JRB,263,50.00,35.00,26300,10,ANTIHISTAMINICO,ABC Proveedores
DICYNONES,264,50.00,35.00,26400,10,ANTIHISTAMINICO,ABC Proveedores
DIFENHIDRAMINA I.M,265,50.00,35.00,26500,10,ANTIHISTAMINICO,ABC Proveedores
DIFENHIDRAMINA IV /IM BENGOECHEA,266,50.00,35.00,26600,10,ANTIHISTAMINICO,ABC Proveedores
DIFENHIDRAMINA JRB IFC,267,50.00,35.00,26700,10,ANTIHISTAMINICO,ABC Proveedores
DIFENHIDRAMINA RAMOS JABE,268,50.00,35.00,26800,10,ANTIHISTAMINICO,ABC Proveedores
DIFENHIDRAMINA TAB,269,50.00,35.00,26900,10,ANTIHISTAMINICO,ABC Proveedores
difenhidramina tab 25mg generifar,270,50.00,35.00,27000,10,ANTIHISTAMINICO,ABC Proveedores
DIfuminadores  individuales,271,50.00,35.00,27100,10,ANTIHISTAMINICO,ABC Proveedores
DIGLET 1000 U.I TAB (CALCIO VITAMINADO),272,50.00,35.00,27200,10,ANTIHISTAMINICO,ABC Proveedores
DIJES DE CRUZ,273,50.00,35.00,27300,10,ANTIHISTAMINICO,ABC Proveedores
DILOXAMETRON SABOR A MENTAM 100ml Lab. PANZYMA,274,50.00,35.00,27400,10,ANTIHISTAMINICO,ABC Proveedores
DIMENHIDRINATO TAB CAPLIN,275,50.00,35.00,27500,10,ANTIHISTAMINICO,ABC Proveedores
DINITRATO DE ISOSORBIDA,276,50.00,35.00,27600,10,ANTIHISTAMINICO,ABC Proveedores
DIOSMIL CAP,277,50.00,35.00,27700,10,ANTIHISTAMINICO,ABC Proveedores
DIOSMINA CAP HESPERIDINA 450mg/50mg,278,50.00,35.00,27800,10,ANTIHISTAMINICO,ABC Proveedores
DIPIRONA I.M,279,50.00,35.00,27900,10,ANTIHISTAMINICO,ABC Proveedores
DIPIRONA JRB,280,50.00,35.00,28000,10,ANTIHISTAMINICO,ABC Proveedores
DIPIRONA TAB,281,50.00,35.00,28100,10,ANTIHISTAMINICO,ABC Proveedores
DIPRONOVA 2ml I.M,282,50.00,35.00,28200,10,ANTIHISTAMINICO,ABC Proveedores
DIXI 35,283,50.00,35.00,28300,10,ANTIHISTAMINICO,ABC Proveedores
DOLARTRIN 1g TAB,284,50.00,35.00,28400,10,ANTIHISTAMINICO,ABC Proveedores
DOLARTRIN JRB 12Oml,285,50.00,35.00,28500,10,ANTIHISTAMINICO,ABC Proveedores
DOLGENAL 10mg TAB,286,50.00,35.00,28600,10,ANTIHISTAMINICO,ABC Proveedores
DOLGENAL 20mg TAB,287,50.00,35.00,28700,10,ANTIHISTAMINICO,ABC Proveedores
DOLO ALTA STRES TAB,288,50.00,35.00,28800,10,ANTIHISTAMINICO,ABC Proveedores
DOLO- DOCEPLEX I.M,289,50.00,35.00,28900,10,ANTIHISTAMINICO,ABC Proveedores
DOLO NERVISEL tab,290,50.00,35.00,29000,10,ANTIHISTAMINICO,ABC Proveedores
DOLO- NEUROBION,291,50.00,35.00,29100,10,ANTIHISTAMINICO,ABC Proveedores
DOLO NEUROBION IM,292,50.00,35.00,29200,10,ANTIHISTAMINICO,ABC Proveedores
DOLO NEUROBION TAB,293,50.00,35.00,29300,10,ANTIHISTAMINICO,ABC Proveedores
DOLO NEUROBION XR,294,50.00,35.00,29400,10,ANTIHISTAMINICO,ABC Proveedores
DOLO VITALGIA TAB,295,50.00,35.00,29500,10,ANTIHISTAMINICO,ABC Proveedores
DOLOFIN ANTIGRIPAL,296,50.00,35.00,29600,10,ANTIHISTAMINICO,ABC Proveedores
DOLOFIN KARNEL tb,297,50.00,35.00,29700,10,ANTIHISTAMINICO,ABC Proveedores
DOLOFIN NIÃ‘O TAB,298,50.00,35.00,29800,10,ANTIHISTAMINICO,ABC Proveedores
DOLO-NEORINE,299,50.00,35.00,29900,10,ANTIHISTAMINICO,ABC Proveedores
DOLO-NERVISEL I.M,300,50.00,35.00,30000,10,ANTIHISTAMINICO,ABC Proveedores
DOLO-NEUROBION XR TB. COIDE S.A.,301,50.00,35.00,30100,10,ANTIHISTAMINICO,ABC Proveedores
DOLOVITALGIA I.M,302,50.00,35.00,30200,10,ANTIHISTAMINICO,ABC Proveedores
DORIBAL TAB,303,50.00,35.00,30300,10,ANTIHISTAMINICO,ABC Proveedores
DORIVAL LOQUIGELS 200ml,304,50.00,35.00,30400,10,ANTIHISTAMINICO,ABC Proveedores
DOXICICLINA CAP,305,50.00,35.00,30500,10,ANTIHISTAMINICO,ABC Proveedores
DOXION CAP,306,50.00,35.00,30600,10,ANTIHISTAMINICO,ABC Proveedores
doxisol 100mg  lab solka,307,50.00,35.00,30700,10,ANTIHISTAMINICO,ABC Proveedores
DOXISOL 100mg CAP DOXICICLINA,308,50.00,35.00,30800,10,ANTIHISTAMINICO,ABC Proveedores
DRAMAVOL I.M,309,50.00,35.00,30900,10,ANTIHISTAMINICO,ABC Proveedores
DRENAL (NATUTURAL HERBAL),310,50.00,35.00,31000,10,ANTIHISTAMINICO,ABC Proveedores
DROPS SABOR LIMON (VICK TAB),311,50.00,35.00,31100,10,ANTIHISTAMINICO,ABC Proveedores
DROPS SABOR MENTOL (VICK TAB),312,50.00,35.00,31200,10,ANTIHISTAMINICO,ABC Proveedores
DUROFIL BEBIBLE (SILDENAFIL CITRATO 100mg Lab. CAPLIN,313,50.00,35.00,31300,10,ANTIHISTAMINICO,ABC Proveedores
ELECTROLIC 625ml,314,50.00,35.00,31400,10,ANTIHISTAMINICO,ABC Proveedores
electrolitos apo limon,315,50.00,35.00,31500,10,ANTIHISTAMINICO,ABC Proveedores
ELECTROLITOS APOS SABOR MANZANA,316,50.00,35.00,31600,10,ANTIHISTAMINICO,ABC Proveedores
ELECTROLITOS APOS SABOR PIÃ‘A,317,50.00,35.00,31700,10,ANTIHISTAMINICO,ABC Proveedores
ELECTROLITOS APOS SIN SABOR,318,50.00,35.00,31800,10,ANTIHISTAMINICO,ABC Proveedores
ELECTRORAL SUERO CHERRY PUNCH  475ml,319,50.00,35.00,31900,10,ANTIHISTAMINICO,ABC Proveedores
ELECTRORAL SUERO MANZANA 475ml,320,50.00,35.00,32000,10,ANTIHISTAMINICO,ABC Proveedores
ELIXIR BRONQUIAL TITAN JRB 120ml Lab. HERBAL,321,50.00,35.00,32100,10,ANTIHISTAMINICO,ABC Proveedores
ELIXIR BRONQUIAL TITAN JRB 240ml Lab. HERBAL,322,50.00,35.00,32200,10,ANTIHISTAMINICO,ABC Proveedores
EMULAGAR  TAB,323,50.00,35.00,32300,10,ANTIHISTAMINICO,ABC Proveedores
EMULSION 200 ml,324,50.00,35.00,32400,10,ANTIHISTAMINICO,ABC Proveedores
EMULSION 450 ml,325,50.00,35.00,32500,10,ANTIHISTAMINICO,ABC Proveedores
ENALAPRIL 10mg,326,50.00,35.00,32600,10,ANTIHISTAMINICO,ABC Proveedores
ENALAPRIL 20mg,327,50.00,35.00,32700,10,ANTIHISTAMINICO,ABC Proveedores
ENANTYUM 12.5mg/gel,328,50.00,35.00,32800,10,ANTIHISTAMINICO,ABC Proveedores
ENANTYUM 25mg TAB,329,50.00,35.00,32900,10,ANTIHISTAMINICO,ABC Proveedores
ENANTYUM 50mg/2ml IM,330,50.00,35.00,33000,10,ANTIHISTAMINICO,ABC Proveedores
ENANTYUM BEBIBLE,331,50.00,35.00,33100,10,ANTIHISTAMINICO,ABC Proveedores
ENEMA GLICERINA 150mg/ml,332,50.00,35.00,33200,10,ANTIHISTAMINICO,ABC Proveedores
ENJUAGUE BUCAL COLGATE PLAX60ML,333,50.00,35.00,33300,10,ANTIHISTAMINICO,ABC Proveedores
ENTERO AMEBAK,334,50.00,35.00,33400,10,ANTIHISTAMINICO,ABC Proveedores
ENTEROGERMINA PLUS AMPOLLA BEBIBLE,335,50.00,35.00,33500,10,ANTIHISTAMINICO,ABC Proveedores
ENTEROGUANIL ADULTO,336,50.00,35.00,33600,10,ANTIHISTAMINICO,ABC Proveedores
ENTEROGUANIL TAB NIÃ‘O,337,50.00,35.00,33700,10,ANTIHISTAMINICO,ABC Proveedores
ENZITROL  TAB,338,50.00,35.00,33800,10,ANTIHISTAMINICO,ABC Proveedores
ERICICLINA 200MG/5ML   / AZITROMICINA JRB,339,50.00,35.00,33900,10,ANTIHISTAMINICO,ABC Proveedores
ERITROMICINA 250mg/5 JRB,340,50.00,35.00,34000,10,ANTIHISTAMINICO,ABC Proveedores
ERITROMICINA TABLETA LAB RAMOS,341,50.00,35.00,34100,10,ANTIHISTAMINICO,ABC Proveedores
ESOMEGASTRIX,342,50.00,35.00,34200,10,ANTIHISTAMINICO,ABC Proveedores
ESOMEPRAZOL CAP,343,50.00,35.00,34300,10,ANTIHISTAMINICO,ABC Proveedores
ESPASMO DIGESTOMEN CAP,344,50.00,35.00,34400,10,ANTIHISTAMINICO,ABC Proveedores
ESPASMO DOLOFOR TAB,345,50.00,35.00,34500,10,ANTIHISTAMINICO,ABC Proveedores
ESPASMOCINA COMPUESTA,346,50.00,35.00,34600,10,ANTIHISTAMINICO,ABC Proveedores
ESPASMOFIN,347,50.00,35.00,34700,10,ANTIHISTAMINICO,ABC Proveedores
ESPATAL HEPATICO Lab. RODIM,348,50.00,35.00,34800,10,ANTIHISTAMINICO,ABC Proveedores
ESPAVEN ENZIMATICO TB,349,50.00,35.00,34900,10,ANTIHISTAMINICO,ABC Proveedores
ESPAVEN GOTAS,350,50.00,35.00,35000,10,ANTIHISTAMINICO,ABC Proveedores
ETEC 1000mg CAP. Lab. ASOFARMA,351,50.00,35.00,35100,10,ANTIHISTAMINICO,ABC Proveedores
EUROTIROX 50 TAB,352,50.00,35.00,35200,10,ANTIHISTAMINICO,ABC Proveedores
EUTYROX 50,353,50.00,35.00,35300,10,ANTIHISTAMINICO,ABC Proveedores
EXEPAN GOTAS,354,50.00,35.00,35400,10,ANTIHISTAMINICO,ABC Proveedores
EXEPAN JRB,355,50.00,35.00,35500,10,ANTIHISTAMINICO,ABC Proveedores
EXTRACTO DE MALTA CON HEMOGLOBINA 250ml,356,50.00,35.00,35600,10,ANTIHISTAMINICO,ABC Proveedores
FACTOR P4 500mg TAB,357,50.00,35.00,35700,10,ANTIHISTAMINICO,ABC Proveedores
FACTOR P4 GEL,358,50.00,35.00,35800,10,ANTIHISTAMINICO,ABC Proveedores
FALEXIN (CEFEXIME PEDIATRICO),359,50.00,35.00,35900,10,ANTIHISTAMINICO,ABC Proveedores
FEBBLR FIXED MAKELP 40ML CNERRY,360,50.00,35.00,36000,10,ANTIHISTAMINICO,ABC Proveedores
FELEXIN CEFIXIMA 100MG/5ML JRB,361,50.00,35.00,36100,10,ANTIHISTAMINICO,ABC Proveedores
FELIZITA 50MG SERTRALINA LABORATORIO SOLKA ,S,A,362,50.00,35.00,36200,10,ANTIHISTAMINICO,ABC Proveedores
FENALER JRB,363,50.00,35.00,36300,10,ANTIHISTAMINICO,ABC Proveedores
FENAZOPIRIDINA  TAB,364,50.00,35.00,36400,10,ANTIHISTAMINICO,ABC Proveedores
FENODOL MAX (IBOPROFEN),365,50.00,35.00,36500,10,ANTIHISTAMINICO,ABC Proveedores
FE-Q 800 ANTIANEMICO Lab. MedPharma,366,50.00,35.00,36600,10,ANTIHISTAMINICO,ABC Proveedores
FERRA MAX BEBIBLE,367,50.00,35.00,36700,10,ANTIHISTAMINICO,ABC Proveedores
FIBRAL FIBRA FORMA 220g,368,50.00,35.00,36800,10,ANTIHISTAMINICO,ABC Proveedores
FIBRAL FIBRA FORMA LIGHT 220g,369,50.00,35.00,36900,10,ANTIHISTAMINICO,ABC Proveedores
FIBRAL FIBRA SUPER TUMBA GRASA 220g,370,50.00,35.00,37000,10,ANTIHISTAMINICO,ABC Proveedores
FIBRAL HIGADO 0% GRASO,371,50.00,35.00,37100,10,ANTIHISTAMINICO,ABC Proveedores
FIBRAL MORINGA FIBRA 220g,372,50.00,35.00,37200,10,ANTIHISTAMINICO,ABC Proveedores
FIBRAL SUPER LIMPIA COLON 220g,373,50.00,35.00,37300,10,ANTIHISTAMINICO,ABC Proveedores
FLAMIDOL 120ml PEDIATRICO,374,50.00,35.00,37400,10,ANTIHISTAMINICO,ABC Proveedores
FLAMIDOL CAPSULAS,375,50.00,35.00,37500,10,ANTIHISTAMINICO,ABC Proveedores
FLEET ENEMA 133ml ADULTO,376,50.00,35.00,37600,10,ANTIHISTAMINICO,ABC Proveedores
FLORENTEROL SOBRE,377,50.00,35.00,37700,10,ANTIHISTAMINICO,ABC Proveedores
FLORES ROJAS,378,50.00,35.00,37800,10,ANTIHISTAMINICO,ABC Proveedores
FLOXANOVA  500mg,379,50.00,35.00,37900,10,ANTIHISTAMINICO,ABC Proveedores
FLUCONAZOL CP 150mg  Lab. LPSA,380,50.00,35.00,38000,10,ANTIHISTAMINICO,ABC Proveedores
FLUCONAZOL Lab. CALOX 150mg,381,50.00,35.00,38100,10,ANTIHISTAMINICO,ABC Proveedores
FLUCONAZOL TB 200ml Lab. CALOX,382,50.00,35.00,38200,10,ANTIHISTAMINICO,ABC Proveedores
FLUCONAZOL TB 200ml Lab. CAPLIN,383,50.00,35.00,38300,10,ANTIHISTAMINICO,ABC Proveedores
FLUFIN ALERGIAS,384,50.00,35.00,38400,10,ANTIHISTAMINICO,ABC Proveedores
FLUFLIN ANTIGRIPAL,385,50.00,35.00,38500,10,ANTIHISTAMINICO,ABC Proveedores
FORTI PLEX GOLD 10ml  Lab.VIJOSA,386,50.00,35.00,38600,10,ANTIHISTAMINICO,ABC Proveedores
FUNGIL GOTA,387,50.00,35.00,38700,10,ANTIHISTAMINICO,ABC Proveedores
FUNGIL SPRAY,388,50.00,35.00,38800,10,ANTIHISTAMINICO,ABC Proveedores
FUNGIL TALCO 120ML,389,50.00,35.00,38900,10,ANTIHISTAMINICO,ABC Proveedores
FUNGIL TALCO 60G,390,50.00,35.00,39000,10,ANTIHISTAMINICO,ABC Proveedores
FURAZOLIDONA SUSPENSION ORAL 50mg/5ml Lab. RAMOS,391,50.00,35.00,39100,10,ANTIHISTAMINICO,ABC Proveedores
FUROSEMIDA 40mg TAB,392,50.00,35.00,39200,10,ANTIHISTAMINICO,ABC Proveedores
FUROSEMIDA I.M,393,50.00,35.00,39300,10,ANTIHISTAMINICO,ABC Proveedores
GABAPENTINA 300 TAB INIMARK,394,50.00,35.00,39400,10,ANTIHISTAMINICO,ABC Proveedores
gabapentina 300mg usp,395,50.00,35.00,39500,10,ANTIHISTAMINICO,ABC Proveedores
gabapentina 400mg,396,50.00,35.00,39600,10,ANTIHISTAMINICO,ABC Proveedores
GABAPENTINA CAPLIM CAP,397,50.00,35.00,39700,10,ANTIHISTAMINICO,ABC Proveedores
GABEPENTINA 400mg CAPLIN,398,50.00,35.00,39800,10,ANTIHISTAMINICO,ABC Proveedores
GABEX PLUS TAB,399,50.00,35.00,39900,10,ANTIHISTAMINICO,ABC Proveedores
GAMA TOS JRB,400,50.00,35.00,40000,10,ANTIHISTAMINICO,ABC Proveedores
GAMMA MINERAL SUPLEMENTO DICTECTIC,401,50.00,35.00,40100,10,ANTIHISTAMINICO,ABC Proveedores
GAMMACORT JRB,402,50.00,35.00,40200,10,ANTIHISTAMINICO,ABC Proveedores
GAMNA ZINC JRB,403,50.00,35.00,40300,10,ANTIHISTAMINICO,ABC Proveedores
gasa 6*10 ydas insu+med,404,50.00,35.00,40400,10,ANTIHISTAMINICO,ABC Proveedores
GASTROFLUX 10mg  TAB,405,50.00,35.00,40500,10,ANTIHISTAMINICO,ABC Proveedores
GEL DE LINEADORE USHA,406,50.00,35.00,40600,10,ANTIHISTAMINICO,ABC Proveedores
GEMFIBROZILO 600mg Lab. LA SANTE,407,50.00,35.00,40700,10,ANTIHISTAMINICO,ABC Proveedores
GENCLOBEN CREMA,408,50.00,35.00,40800,10,ANTIHISTAMINICO,ABC Proveedores
GENTAMICINA IM,409,50.00,35.00,40900,10,ANTIHISTAMINICO,ABC Proveedores
GERBER MANZANA 100g,410,50.00,35.00,41000,10,ANTIHISTAMINICO,ABC Proveedores
GESIMAX (NAPROXENOSOL 550mg),411,50.00,35.00,41100,10,ANTIHISTAMINICO,ABC Proveedores
GINKGO BILOBA CAP NATURAL,412,50.00,35.00,41200,10,ANTIHISTAMINICO,ABC Proveedores
ginkgo biloba sin azucar,413,50.00,35.00,41300,10,ANTIHISTAMINICO,ABC Proveedores
GLIBENCLAMIDA 5mg Lab. GENERIFAR,414,50.00,35.00,41400,10,ANTIHISTAMINICO,ABC Proveedores
GLICERINA ADULTO SUPOSITORIO 20g,415,50.00,35.00,41500,10,ANTIHISTAMINICO,ABC Proveedores
GLICERINA FENICADA 5% GOTA 20ml,416,50.00,35.00,41600,10,ANTIHISTAMINICO,ABC Proveedores
GOMITAS OSITO PARA NIÃ‘O MULTIVITAMINAS 180G,417,50.00,35.00,41700,10,ANTIHISTAMINICO,ABC Proveedores
GRIM FLEX,418,50.00,35.00,41800,10,ANTIHISTAMINICO,ABC Proveedores
GRIPE Y TOS JRB 120ml Lab. HERBAL,419,50.00,35.00,41900,10,ANTIHISTAMINICO,ABC Proveedores
GRIPE Y TOS JRB 240ml Lab. HERBAL,420,50.00,35.00,42000,10,ANTIHISTAMINICO,ABC Proveedores
GUANTE QUIRURGICOS INSU+MED (8),421,50.00,35.00,42100,10,ANTIHISTAMINICO,ABC Proveedores
GUANTES INDIVIDUALES NIPRO (L),422,50.00,35.00,42200,10,ANTIHISTAMINICO,ABC Proveedores
GUANTES QUIRURGICOS  8 INSU + MED,423,50.00,35.00,42300,10,ANTIHISTAMINICO,ABC Proveedores
GUANTES QUIRURGICOS 7.5 INSU+MED,424,50.00,35.00,42400,10,ANTIHISTAMINICO,ABC Proveedores
GUAYATOS JRB 120ml La. SELECTPHARMA,425,50.00,35.00,42500,10,ANTIHISTAMINICO,ABC Proveedores
GUIAS DE SUERO INSU+MED,426,50.00,35.00,42600,10,ANTIHISTAMINICO,ABC Proveedores
GUMAZEPAN 2mg,427,50.00,35.00,42700,10,ANTIHISTAMINICO,ABC Proveedores
GYNKGO BILOBD SIN AZUCAR,428,50.00,35.00,42800,10,ANTIHISTAMINICO,ABC Proveedores
HEDERA HELIX JRB,429,50.00,35.00,42900,10,ANTIHISTAMINICO,ABC Proveedores
HEDRALIX JRB,430,50.00,35.00,43000,10,ANTIHISTAMINICO,ABC Proveedores
HELI-2 sobre x2,431,50.00,35.00,43100,10,ANTIHISTAMINICO,ABC Proveedores
HELI-2 SUSPENSION ORAL Lab. DIGUESA,432,50.00,35.00,43200,10,ANTIHISTAMINICO,ABC Proveedores
HEPA FORTE (DEPURADOR DEL HIGADO),433,50.00,35.00,43300,10,ANTIHISTAMINICO,ABC Proveedores
HEPACEGUEL TAB,434,50.00,35.00,43400,10,ANTIHISTAMINICO,ABC Proveedores
HEPATRON TAB,435,50.00,35.00,43500,10,ANTIHISTAMINICO,ABC Proveedores
HIDROCLOROTIAZIDA 25mg Lab. GENERIFAR,436,50.00,35.00,43600,10,ANTIHISTAMINICO,ABC Proveedores
HIDROCLOROTIAZIDA TAB 50mg,437,50.00,35.00,43700,10,ANTIHISTAMINICO,ABC Proveedores
HIDROCORTISONA GAL 1% LABORATORIO LOPEZ,438,50.00,35.00,43800,10,ANTIHISTAMINICO,ABC Proveedores
HIDROCORTISONA SELECTPARMA CREMA,439,50.00,35.00,43900,10,ANTIHISTAMINICO,ABC Proveedores
HIDROCORTIZONA 1% CREMA,440,50.00,35.00,44000,10,ANTIHISTAMINICO,ABC Proveedores
HIGADO DE BACALAO,441,50.00,35.00,44100,10,ANTIHISTAMINICO,ABC Proveedores
HIGADOSANIL TAB,442,50.00,35.00,44200,10,ANTIHISTAMINICO,ABC Proveedores
HISOPO 100 PIESAS GRANDE,443,50.00,35.00,44300,10,ANTIHISTAMINICO,ABC Proveedores
HISOPO 80 PIESAS,444,50.00,35.00,44400,10,ANTIHISTAMINICO,ABC Proveedores
histaclor 4mg solka,445,50.00,35.00,44500,10,ANTIHISTAMINICO,ABC Proveedores
HISTACLOR JRB,446,50.00,35.00,44600,10,ANTIHISTAMINICO,ABC Proveedores
HONGO LIN,447,50.00,35.00,44700,10,ANTIHISTAMINICO,ABC Proveedores
HUEGUITOS XG,448,50.00,35.00,44800,10,ANTIHISTAMINICO,ABC Proveedores
IBERSARTAN 150 SANTE,449,50.00,35.00,44900,10,ANTIHISTAMINICO,ABC Proveedores
IBERSARTAN 150mg TAB,450,50.00,35.00,45000,10,ANTIHISTAMINICO,ABC Proveedores
IBERSARTAN 300mg Lab. CAPLIN,451,50.00,35.00,45100,10,ANTIHISTAMINICO,ABC Proveedores
IBERSARTAN 300mg Lab. Puninarque,452,50.00,35.00,45200,10,ANTIHISTAMINICO,ABC Proveedores
IBUPROFENO 400 TAB,453,50.00,35.00,45300,10,ANTIHISTAMINICO,ABC Proveedores
IBUPROFENO 600 TAB,454,50.00,35.00,45400,10,ANTIHISTAMINICO,ABC Proveedores
IBUPROFENO 800 TAB,455,50.00,35.00,45500,10,ANTIHISTAMINICO,ABC Proveedores
ibuprofeno 800mg caplin,456,50.00,35.00,45600,10,ANTIHISTAMINICO,ABC Proveedores
IBUPROFENO JRB IFC,457,50.00,35.00,45700,10,ANTIHISTAMINICO,ABC Proveedores
IBUPROFENO MK,458,50.00,35.00,45800,10,ANTIHISTAMINICO,ABC Proveedores
ibuwin 400mg caplin,459,50.00,35.00,45900,10,ANTIHISTAMINICO,ABC Proveedores
IBUWIN 600 GEL,460,50.00,35.00,46000,10,ANTIHISTAMINICO,ABC Proveedores
IBUWIN FORTE 800 gel CAP,461,50.00,35.00,46100,10,ANTIHISTAMINICO,ABC Proveedores
ILANA  TAB,462,50.00,35.00,46200,10,ANTIHISTAMINICO,ABC Proveedores
IMMUVIT TAB,463,50.00,35.00,46300,10,ANTIHISTAMINICO,ABC Proveedores
INTRAFER F-800 Lab. UNIPHARM,464,50.00,35.00,46400,10,ANTIHISTAMINICO,ABC Proveedores
INTRAFER HIERRO  AMINOQUELADO Y ACIDO FOLICO,465,50.00,35.00,46500,10,ANTIHISTAMINICO,ABC Proveedores
INTRAFER JRB TF 500,466,50.00,35.00,46600,10,ANTIHISTAMINICO,ABC Proveedores
INTRAFER TAB,467,50.00,35.00,46700,10,ANTIHISTAMINICO,ABC Proveedores
IONAK JRB,468,50.00,35.00,46800,10,ANTIHISTAMINICO,ABC Proveedores
IRBERSARTAN 150mg Lab. LA SANTE,469,50.00,35.00,46900,10,ANTIHISTAMINICO,ABC Proveedores
IRBERSARTAN 150mg TAB CAPLIN,470,50.00,35.00,47000,10,ANTIHISTAMINICO,ABC Proveedores
IRBERSARTAN 300 TAB,471,50.00,35.00,47100,10,ANTIHISTAMINICO,ABC Proveedores
irbesartan 300mg caplin,472,50.00,35.00,47200,10,ANTIHISTAMINICO,ABC Proveedores
irbesartan 300mg penyao,473,50.00,35.00,47300,10,ANTIHISTAMINICO,ABC Proveedores
irbesartan 300mg sante,474,50.00,35.00,47400,10,ANTIHISTAMINICO,ABC Proveedores
IRILINA GOTA,475,50.00,35.00,47500,10,ANTIHISTAMINICO,ABC Proveedores
IRS GOTA,476,50.00,35.00,47600,10,ANTIHISTAMINICO,ABC Proveedores
IRS JRB,477,50.00,35.00,47700,10,ANTIHISTAMINICO,ABC Proveedores
IRS TB,478,50.00,35.00,47800,10,ANTIHISTAMINICO,ABC Proveedores
IVERMECTINA 6mg  TAB,479,50.00,35.00,47900,10,ANTIHISTAMINICO,ABC Proveedores
JERINGA 50ml sin AGUJA ALLPRO MEDICAL,480,50.00,35.00,48000,10,ANTIHISTAMINICO,ABC Proveedores
JERINGA 5CC,481,50.00,35.00,48100,10,ANTIHISTAMINICO,ABC Proveedores
jeringa de insulina ultra fina wellpro,482,50.00,35.00,48200,10,ANTIHISTAMINICO,ABC Proveedores
JERINGA DESCARTABLE 10ml Lab. DIAGNOS,483,50.00,35.00,48300,10,ANTIHISTAMINICO,ABC Proveedores
JERINGA DESCARTABLE 3ml   21gx1/1 Lab. DIAGNOS,484,50.00,35.00,48400,10,ANTIHISTAMINICO,ABC Proveedores
JERINGA DESCARTABLE 3ml PEDIATRICA Lab. LPSA,485,50.00,35.00,48500,10,ANTIHISTAMINICO,ABC Proveedores
JERINGA DESCARTABLE 5ml Lab. DIAGNOS,486,50.00,35.00,48600,10,ANTIHISTAMINICO,ABC Proveedores
JERINGA INSULINA 1ml 30G 1/2 Lab. NIPRO,487,50.00,35.00,48700,10,ANTIHISTAMINICO,ABC Proveedores
JERNGA  DE INSULINA 1ml 31Gx5/16  INSU+MED,488,50.00,35.00,48800,10,ANTIHISTAMINICO,ABC Proveedores
KALIZZER 360ML SUSPENCION ORAL,489,50.00,35.00,48900,10,ANTIHISTAMINICO,ABC Proveedores
KELAC (I.V/I.M=) KETOROLACO 30mg/ml,490,50.00,35.00,49000,10,ANTIHISTAMINICO,ABC Proveedores
KETOCONAZOL 2 % CREMA LAB RAMOS,491,50.00,35.00,49100,10,ANTIHISTAMINICO,ABC Proveedores
KETOCONAZOL 2% CREMA,492,50.00,35.00,49200,10,ANTIHISTAMINICO,ABC Proveedores
KETOGIL ,KETOCONAZOL 2% SHAMPOO 60ML,493,50.00,35.00,49300,10,ANTIHISTAMINICO,ABC Proveedores
KETOGIN 2% SHAMPOO 60ml Ketoconazol,494,50.00,35.00,49400,10,ANTIHISTAMINICO,ABC Proveedores
KETOROKLAC I.M 60mg/ 2ml Lab. LPSA,495,50.00,35.00,49500,10,ANTIHISTAMINICO,ABC Proveedores
KETOROLAC (I.V/I.M) 30mg Lab. RAMOS,496,50.00,35.00,49600,10,ANTIHISTAMINICO,ABC Proveedores
KETOROLAC 10mg TAB,497,50.00,35.00,49700,10,ANTIHISTAMINICO,ABC Proveedores
KETOSOL 400mg OVULO,498,50.00,35.00,49800,10,ANTIHISTAMINICO,ABC Proveedores
KETOTIFENO JRB GENERIFAR SABOR BANANO,499,50.00,35.00,49900,10,ANTIHISTAMINICO,ABC Proveedores
KETOTIFENO JRB IFC,500,50.00,35.00,50000,10,ANTIHISTAMINICO,ABC Proveedores
